Tech,Scenario,Year,PCA,State,Capacity (GW)
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p94,GA,4.1211
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p45,IA,0.195164179
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p69,IA,0.0081
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p70,IA,0.34514328399999994
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p15,ID,0.24000000000000002
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p16,ID,0.16
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p80,IL,1.404716418
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p81,IL,0.532
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p82,IL,0.13540000000000002
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p83,IL,0.7854
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p105,IN,2.6997999999999998
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p106,IN,0.0922
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p107,IN,0.8771
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p52,KS,0.0212
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p53,KS,0.38213432799999997
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p108,KY,0.18656716399999998
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p109,KY,0.2614
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p93,KY,0.157462687
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p58,LA,0.6134000000000001
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p86,LA,0.2
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p131,MA,1.069336946
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p121,MD,1.083108209
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p123,MD,1.109969403
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p134,ME,0.7713
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p103,MI,1.3713000000000002
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p104,MI,0.0056
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p74,MI,0.038935821
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p42,MN,0.005
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p43,MN,1.020068718
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p44,MN,0.27224776100000003
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p68,MN,0.15878358199999998
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p54,MO,0.0351
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p55,MO,0.0204
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p71,MO,0.158077869
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p72,MO,0.622018892
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p73,MO,0.0056
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p84,MO,0.023742045
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p87,MS,1.0445
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p88,MS,0.316280859
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p17,MT,0.16
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p18,MT,0.014
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p20,MT,0.163
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p35,MT,0.15
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p97,NC,1.772
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p98,NC,5.4368
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p39,NE,0.019325373
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p40,NE,0.0235
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p41,NE,0.09230000000000001
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p130,NH,0.1124
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p126,NJ,4.238822388
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p31,NM,1.388485075
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p47,NM,0.49470000000000003
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p12,NV,1.6086
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p13,NV,3.1536626869999997
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p127,NY,3.7318
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p128,NY,0.1508
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p111,OH,0.1557
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p112,OH,3.3884
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p113,OH,0.549
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p114,OH,0.28
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p49,OK,0.038432836000000005
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p50,OK,0.375201493
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p5,OR,0.7826000000000001
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p6,OR,0.09459999999999999
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p7,OR,0.6868
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p115,PA,0.167138806
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p120,PA,0.20850000000000002
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p133,RI,0.391
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p95,SC,0.07050000000000001
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p96,SC,1.7159531859999997
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p32,SD,0.08
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p38,SD,0.001
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p92,TN,1.0598
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p48,TX,1.515
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p57,TX,0.003
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p59,TX,0.033956716
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p60,TX,3.109
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p61,TX,4.623
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p62,TX,1.5048
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p63,TX,9.040817981
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p64,TX,1.0872
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p65,TX,5.1406
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p66,TX,0.14922570899999998
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p67,TX,3.3153
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p25,UT,2.963234
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p26,UT,0.0701
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p100,VA,0.2475
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p118,VA,0.896445619
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p124,VA,0.7661619049999999
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p99,VA,3.9719208339999996
upvtotal,v1_080625_USA_BAU_LowRE_abs_constFTL,2025,p129,VT,0.14700000000000002
