scenario,year,PCA,Capacity (GW)
a1_RE100,2040,p38,2.202789355
a1_RE100,2040,p39,0.024011818
a1_RE100,2040,p4,8.240325517
a1_RE100,2040,p40,1.891049292
a1_RE100,2040,p41,7.75537867
a1_RE100,2040,p42,1.295689792
a1_RE100,2040,p43,5.226489298
a1_RE100,2040,p44,2.022760527
a1_RE100,2040,p45,4.647049152
a1_RE100,2040,p46,0.335105455
a1_RE100,2040,p47,0.337050023
a1_RE100,2040,p48,4.890215691
a1_RE100,2040,p49,0.011481818
a1_RE100,2040,p5,1.614621592
a1_RE100,2040,p50,4.623929827
a1_RE100,2040,p51,7.997470497
a1_RE100,2040,p52,0.40939722
a1_RE100,2040,p53,7.473335824
a1_RE100,2040,p54,2.994867906
a1_RE100,2040,p55,7.827631203
a1_RE100,2040,p56,0.255240909
a1_RE100,2040,p57,8.825585954
a1_RE100,2040,p58,4.474948013
a1_RE100,2040,p59,4.167050899
a1_RE100,2040,p6,1.889917049
a1_RE100,2040,p60,10.05026748
a1_RE100,2040,p61,9.445817865
a1_RE100,2040,p62,1.750134545
a1_RE100,2040,p63,24.10263856
a1_RE100,2040,p64,17.30366763
a1_RE100,2040,p65,3.550920566
a1_RE100,2040,p66,33.69384584
a1_RE100,2040,p67,28.93333626
a1_RE100,2040,p68,1.326732973
a1_RE100,2040,p69,0.054838182
a1_RE100,2040,p7,0.405426243
a1_RE100,2040,p70,0.857807496
a1_RE100,2040,p71,0.082760244
a1_RE100,2040,p72,0.505733586
a1_RE100,2040,p73,2.090383028
a1_RE100,2040,p74,0.016088182
a1_RE100,2040,p75,2.579599165
a1_RE100,2040,p76,4.861795497
a1_RE100,2040,p77,2.150509339
a1_RE100,2040,p78,3.099895679
a1_RE100,2040,p79,0.875765516
a1_RE100,2040,p8,0.094904545
a1_RE100,2040,p80,5.956468171
a1_RE100,2040,p81,3.857516971
a1_RE100,2040,p82,5.79643757
a1_RE100,2040,p83,13.19702547
a1_RE100,2040,p84,8.073647809
a1_RE100,2040,p85,7.443041918
a1_RE100,2040,p86,20.82672205
a1_RE100,2040,p87,16.31793516
a1_RE100,2040,p88,21.07428221
a1_RE100,2040,p89,10.76626406
a1_RE100,2040,p9,18.33181977
a1_RE100,2040,p90,1.6650393
a1_RE100,2040,p91,23.13993266
a1_RE100,2040,p92,44.89140115
a1_RE100,2040,p93,0.514206741
a1_RE100,2040,p94,48.17369292
a1_RE100,2040,p95,64.83213028
a1_RE100,2040,p96,40.13616885
a1_RE100,2040,p97,51.44962436
a1_RE100,2040,p98,7.430995819
a1_RE100,2040,p99,22.07024312
a1_RE100,2042,p1,2.005098157
a1_RE100,2042,p10,46.10203977
a1_RE100,2042,p100,0.125521767
a1_RE100,2042,p101,62.15031541
a1_RE100,2042,p102,46.75513212
a1_RE100,2042,p103,16.00746994
a1_RE100,2042,p104,17.7516124
a1_RE100,2042,p105,5.837427709
a1_RE100,2042,p106,12.65789659
a1_RE100,2042,p107,3.625120465
a1_RE100,2042,p108,29.06458197
a1_RE100,2042,p109,10.72237927
a1_RE100,2042,p11,3.952908247
a1_RE100,2042,p110,1.774690308
a1_RE100,2042,p111,19.12723915
a1_RE100,2042,p112,7.280591968
a1_RE100,2042,p113,13.55586928
a1_RE100,2042,p114,9.455120697
a1_RE100,2042,p115,1.146586385
a1_RE100,2042,p116,17.16357285
a1_RE100,2042,p117,0.04576649
a1_RE100,2042,p118,5.222906509
a1_RE100,2042,p119,0.089147273
a1_RE100,2042,p12,1.36430567
a1_RE100,2042,p120,0.059898182
a1_RE100,2042,p121,0.297161818
a1_RE100,2042,p122,34.38694218
a1_RE100,2042,p123,18.02146775
a1_RE100,2042,p124,0.124286364
a1_RE100,2042,p125,7.68369793
a1_RE100,2042,p126,11.86837849
a1_RE100,2042,p127,38.40081082
a1_RE100,2042,p128,2.211191818
a1_RE100,2042,p129,1.957366406
a1_RE100,2042,p13,8.555725958
a1_RE100,2042,p130,3.206542023
a1_RE100,2042,p131,22.08569322
a1_RE100,2042,p132,5.178526951
a1_RE100,2042,p133,0.952084839
a1_RE100,2042,p134,0.393355455
a1_RE100,2042,p14,0.079161818
a1_RE100,2042,p15,0.494310909
a1_RE100,2042,p16,0.279566364
a1_RE100,2042,p17,0.106647273
a1_RE100,2042,p18,0.105726364
a1_RE100,2042,p19,0.002454545
a1_RE100,2042,p2,4.407256003
a1_RE100,2042,p20,0.060677273
a1_RE100,2042,p21,0.382551053
a1_RE100,2042,p22,0.00583
a1_RE100,2042,p23,0.012121818
a1_RE100,2042,p24,0.125130575
a1_RE100,2042,p25,7.698352216
a1_RE100,2042,p26,0.957726275
a1_RE100,2042,p27,10.84447105
a1_RE100,2042,p28,13.61361962
a1_RE100,2042,p29,3.748412946
a1_RE100,2042,p3,10.49458328
a1_RE100,2042,p30,16.74990837
a1_RE100,2042,p31,5.702782612
a1_RE100,2042,p32,0.031328182
a1_RE100,2042,p33,11.56060146
a1_RE100,2042,p34,1.187977328
a1_RE100,2042,p35,0.017589091
a1_RE100,2042,p36,1.718751524
a1_RE100,2042,p37,2.458415399
a1_RE100,2042,p38,2.463500515
a1_RE100,2042,p39,0.026023636
a1_RE100,2042,p4,8.53452121
a1_RE100,2042,p40,1.904309292
a1_RE100,2042,p41,7.771849579
a1_RE100,2042,p42,1.300390701
a1_RE100,2042,p43,5.273646571
a1_RE100,2042,p44,2.024798709
a1_RE100,2042,p45,5.562405387
a1_RE100,2042,p46,0.37412
a1_RE100,2042,p47,0.289524569
a1_RE100,2042,p48,4.935149327
a1_RE100,2042,p49,0.012120909
a1_RE100,2042,p5,1.657949774
a1_RE100,2042,p50,4.724518918
a1_RE100,2042,p51,8.407775499
a1_RE100,2042,p52,0.411513584
a1_RE100,2042,p53,7.539606733
a1_RE100,2042,p54,3.043190633
a1_RE100,2042,p55,8.146641122
a1_RE100,2042,p56,0.268869091
a1_RE100,2042,p57,8.844187772
a1_RE100,2042,p58,4.531123958
a1_RE100,2042,p59,4.198118172
a1_RE100,2042,p6,1.906587049
a1_RE100,2042,p60,10.05412475
a1_RE100,2042,p61,9.451708774
a1_RE100,2042,p62,1.754044545
a1_RE100,2042,p63,24.21145492
a1_RE100,2042,p64,17.33259309
a1_RE100,2042,p65,3.608882384
a1_RE100,2042,p66,33.75430311
a1_RE100,2042,p67,28.9889399
a1_RE100,2042,p68,1.330788428
a1_RE100,2042,p69,0.064196364
a1_RE100,2042,p7,0.401084425
a1_RE100,2042,p70,0.917498405
a1_RE100,2042,p71,0.131885144
a1_RE100,2042,p72,0.612270858
a1_RE100,2042,p73,2.096013937
a1_RE100,2042,p74,0.017678182
a1_RE100,2042,p75,2.607127347
a1_RE100,2042,p76,5.062547562
a1_RE100,2042,p77,2.163314794
a1_RE100,2042,p78,3.118612952
a1_RE100,2042,p79,2.458451086
a1_RE100,2042,p8,0.096658182
a1_RE100,2042,p80,7.556130259
a1_RE100,2042,p81,3.860184244
a1_RE100,2042,p82,5.797943024
a1_RE100,2042,p83,13.19779274
a1_RE100,2042,p84,8.090760299
a1_RE100,2042,p85,8.545671047
a1_RE100,2042,p86,20.83235569
a1_RE100,2042,p87,20.49038775
a1_RE100,2042,p88,21.08809948
a1_RE100,2042,p89,10.80125588
a1_RE100,2042,p9,18.78332948
a1_RE100,2042,p90,1.705580209
a1_RE100,2042,p91,23.82393709
a1_RE100,2042,p92,48.94553389
a1_RE100,2042,p93,0.522580378
a1_RE100,2042,p94,52.08154042
a1_RE100,2042,p95,67.9639326
a1_RE100,2042,p96,41.21212731
a1_RE100,2042,p97,51.78092869
a1_RE100,2042,p98,7.574366728
a1_RE100,2042,p99,23.01768097
a1_RE100,2044,p1,2.18983675
a1_RE100,2044,p10,45.11244205
a1_RE100,2044,p100,0.133929949
a1_RE100,2044,p101,63.51117036
a1_RE100,2044,p102,46.84504848
a1_RE100,2044,p103,16.15724812
a1_RE100,2044,p104,19.43776531
a1_RE100,2044,p105,6.306409611
a1_RE100,2044,p106,12.63030295
a1_RE100,2044,p107,3.718648647
a1_RE100,2044,p108,29.0698947
a1_RE100,2044,p109,10.79211834
a1_RE100,2044,p11,4.027116662
a1_RE100,2044,p110,1.776492126
a1_RE100,2044,p111,19.679767
a1_RE100,2044,p112,7.372685604
a1_RE100,2044,p113,13.57044474
a1_RE100,2044,p114,9.495200697
a1_RE100,2044,p115,1.157639112
a1_RE100,2044,p116,17.18371103
a1_RE100,2044,p117,0.067254672
a1_RE100,2044,p118,5.969669259
a1_RE100,2044,p119,0.090467273
a1_RE100,2044,p12,1.393358398
a1_RE100,2044,p120,0.061186364
a1_RE100,2044,p121,0.278199091
a1_RE100,2044,p122,37.67633799
a1_RE100,2044,p123,18.05414957
a1_RE100,2044,p124,0.127021818
a1_RE100,2044,p125,7.693141566
a1_RE100,2044,p126,12.13545264
a1_RE100,2044,p127,44.26156122
a1_RE100,2044,p128,2.246423636
a1_RE100,2044,p129,1.940845497
a1_RE100,2044,p13,8.843975413
a1_RE100,2044,p130,3.216782023
a1_RE100,2044,p131,21.8781205
a1_RE100,2044,p132,5.196084758
a1_RE100,2044,p133,0.962248476
a1_RE100,2044,p134,0.413112243
a1_RE100,2044,p14,0.082594545
a1_RE100,2044,p15,0.508361818
a1_RE100,2044,p16,0.287671818
a1_RE100,2044,p17,0.112455455
a1_RE100,2044,p18,0.110263636
a1_RE100,2044,p19,0.002591818
a1_RE100,2044,p2,5.112536672
a1_RE100,2044,p20,0.062940909
a1_RE100,2044,p21,0.386237417
a1_RE100,2044,p22,0.006253636
a1_RE100,2044,p23,0.013102727
a1_RE100,2044,p24,0.128862393
a1_RE100,2044,p25,7.839807259
a1_RE100,2044,p26,0.960244457
a1_RE100,2044,p27,10.8459065
a1_RE100,2044,p28,13.8645369
a1_RE100,2044,p29,3.740502946
a1_RE100,2044,p3,10.50080783
a1_RE100,2044,p30,16.68083837
a1_RE100,2044,p31,5.702205339
a1_RE100,2044,p32,0.033166364
a1_RE100,2044,p33,11.64840874
a1_RE100,2044,p34,1.33092951
a1_RE100,2044,p35,0.018517273
a1_RE100,2044,p36,1.72421516
a1_RE100,2044,p37,2.46500449
a1_RE100,2044,p38,2.683951138
a1_RE100,2044,p39,0.029473636
a1_RE100,2044,p4,8.634922161
a1_RE100,2044,p40,1.924622019
a1_RE100,2044,p41,7.797524125
a1_RE100,2044,p42,1.304590701
a1_RE100,2044,p43,5.31246748
a1_RE100,2044,p44,2.025286891
a1_RE100,2044,p45,5.582905387
a1_RE100,2044,p46,0.378681818
a1_RE100,2044,p47,0.293701085
a1_RE100,2044,p48,4.987480237
a1_RE100,2044,p49,0.013391818
a1_RE100,2044,p5,1.699337956
a1_RE100,2044,p50,4.897746191
a1_RE100,2044,p51,8.809437563
a1_RE100,2044,p52,0.414566311
a1_RE100,2044,p53,7.614512188
a1_RE100,2044,p54,3.098580633
a1_RE100,2044,p55,8.481195248
a1_RE100,2044,p56,0.285345455
a1_RE100,2044,p57,8.868356863
a1_RE100,2044,p58,4.601567397
a1_RE100,2044,p59,4.219472717
a1_RE100,2044,p6,1.920358867
a1_RE100,2044,p60,10.05934293
a1_RE100,2044,p61,9.409662411
a1_RE100,2044,p62,1.759624545
a1_RE100,2044,p63,24.35479401
a1_RE100,2044,p64,17.41848965
a1_RE100,2044,p65,3.67327602
a1_RE100,2044,p66,33.81405493
a1_RE100,2044,p67,29.05981353
a1_RE100,2044,p68,1.334396609
a1_RE100,2044,p69,0.073755455
a1_RE100,2044,p7,0.403165334
a1_RE100,2044,p70,0.97907386
a1_RE100,2044,p71,0.181527894
a1_RE100,2044,p72,0.74055904
a1_RE100,2044,p73,2.102673028
a1_RE100,2044,p74,0.019567273
a1_RE100,2044,p75,2.630822801
a1_RE100,2044,p76,5.07378029
a1_RE100,2044,p77,2.164372067
a1_RE100,2044,p78,3.124150225
a1_RE100,2044,p79,2.614331647
a1_RE100,2044,p8,0.101391818
a1_RE100,2044,p80,7.559620259
a1_RE100,2044,p81,3.862481517
a1_RE100,2044,p82,5.798924843
a1_RE100,2044,p83,13.19876092
a1_RE100,2044,p84,8.110283936
a1_RE100,2044,p85,8.650594432
a1_RE100,2044,p86,20.83797478
a1_RE100,2044,p87,20.58487593
a1_RE100,2044,p88,21.10436585
a1_RE100,2044,p89,10.86059952
a1_RE100,2044,p9,21.45094698
a1_RE100,2044,p90,1.772133845
a1_RE100,2044,p91,24.40238584
a1_RE100,2044,p92,52.20239188
a1_RE100,2044,p93,0.533284014
a1_RE100,2044,p94,55.64176632
a1_RE100,2044,p95,74.55445223
a1_RE100,2044,p96,42.42541819
a1_RE100,2044,p97,52.77078209
a1_RE100,2044,p98,7.334262183
a1_RE100,2044,p99,23.38753823
a1_RE100,2046,p1,2.219815077
a1_RE100,2046,p10,44.79118314
a1_RE100,2046,p100,0.145859949
a1_RE100,2046,p101,79.74913158
a1_RE100,2046,p102,47.01636143
a1_RE100,2046,p103,16.41182721
a1_RE100,2046,p104,19.85605199
a1_RE100,2046,p105,6.75016013
a1_RE100,2046,p106,12.67056477
a1_RE100,2046,p107,3.791538647
a1_RE100,2046,p108,29.07651288
a1_RE100,2046,p109,10.89418412
a1_RE100,2046,p11,4.068942117
a1_RE100,2046,p110,1.778903035
a1_RE100,2046,p111,19.94018
a1_RE100,2046,p112,7.46768015
a1_RE100,2046,p113,13.58761474
a1_RE100,2046,p114,9.540790697
a1_RE100,2046,p115,1.170293657
a1_RE100,2046,p116,17.19799103
a1_RE100,2046,p117,0.079900127
a1_RE100,2046,p118,7.54127028
a1_RE100,2046,p119,0.092186364
a1_RE100,2046,p12,1.397279307
a1_RE100,2046,p120,0.062894545
a1_RE100,2046,p121,0.257098182
a1_RE100,2046,p122,39.38934369
a1_RE100,2046,p123,18.02922957
a1_RE100,2046,p124,0.050599091
a1_RE100,2046,p125,7.706711566
a1_RE100,2046,p126,12.06149627
a1_RE100,2046,p127,44.43883213
a1_RE100,2046,p128,2.289418182
a1_RE100,2046,p129,1.919358224
a1_RE100,2046,p13,8.152179307
a1_RE100,2046,p130,3.227446568
a1_RE100,2046,p131,21.78244595
a1_RE100,2046,p132,5.911201543
a1_RE100,2046,p133,0.989480294
a1_RE100,2046,p134,0.571901565
a1_RE100,2046,p14,0.08297
a1_RE100,2046,p15,0.391161818
a1_RE100,2046,p16,0.288336364
a1_RE100,2046,p17,0.116274545
a1_RE100,2046,p18,0.113697273
a1_RE100,2046,p19,0.002688182
a1_RE100,2046,p2,6.77311576
a1_RE100,2046,p20,0.064874545
a1_RE100,2046,p21,0.389326508
a1_RE100,2046,p22,0.006741818
a1_RE100,2046,p23,0.014352727
a1_RE100,2046,p24,0.133414212
a1_RE100,2046,p25,7.0130649
a1_RE100,2046,p26,0.960389912
a1_RE100,2046,p27,10.83285377
a1_RE100,2046,p28,13.89208212
a1_RE100,2046,p29,3.740867491
a1_RE100,2046,p3,10.50247238
a1_RE100,2046,p30,16.6743311
a1_RE100,2046,p31,5.735499885
a1_RE100,2046,p32,0.035273636
a1_RE100,2046,p33,11.65732056
a1_RE100,2046,p34,1.144481328
a1_RE100,2046,p35,0.019280909
a1_RE100,2046,p36,1.727020615
a1_RE100,2046,p37,2.471592672
a1_RE100,2046,p38,2.993237734
a1_RE100,2046,p39,0.032404545
a1_RE100,2046,p4,8.63785049
a1_RE100,2046,p40,1.942466565
a1_RE100,2046,p41,7.820317761
a1_RE100,2046,p42,1.307999792
a1_RE100,2046,p43,5.106012025
a1_RE100,2046,p44,2.027052345
a1_RE100,2046,p45,5.603396296
a1_RE100,2046,p46,0.38292
a1_RE100,2046,p47,0.596222773
a1_RE100,2046,p48,5.043775691
a1_RE100,2046,p49,0.014929091
a1_RE100,2046,p5,1.706727047
a1_RE100,2046,p50,5.539940036
a1_RE100,2046,p51,9.346906972
a1_RE100,2046,p52,0.416081765
a1_RE100,2046,p53,7.695957642
a1_RE100,2046,p54,3.147982451
a1_RE100,2046,p55,8.865521308
a1_RE100,2046,p56,0.302966364
a1_RE100,2046,p57,8.906347772
a1_RE100,2046,p58,4.662931033
a1_RE100,2046,p59,4.239823626
a1_RE100,2046,p6,1.92697614
a1_RE100,2046,p60,9.966087479
a1_RE100,2046,p61,10.26517868
a1_RE100,2046,p62,1.766442727
a1_RE100,2046,p63,24.5708622
a1_RE100,2046,p64,17.51665927
a1_RE100,2046,p65,3.73559904
a1_RE100,2046,p66,33.8715222
a1_RE100,2046,p67,29.16630626
a1_RE100,2046,p68,1.321031155
a1_RE100,2046,p69,0.080370909
a1_RE100,2046,p7,0.347145334
a1_RE100,2046,p70,1.039637496
a1_RE100,2046,p71,0.229718876
a1_RE100,2046,p72,0.872608131
a1_RE100,2046,p73,2.103783028
a1_RE100,2046,p74,0.022696364
a1_RE100,2046,p75,2.651242801
a1_RE100,2046,p76,5.084023926
a1_RE100,2046,p77,2.165465703
a1_RE100,2046,p78,3.127183861
a1_RE100,2046,p79,2.65142892
a1_RE100,2046,p8,0.102537273
a1_RE100,2046,p80,7.571269797
a1_RE100,2046,p81,3.864376062
a1_RE100,2046,p82,5.80026757
a1_RE100,2046,p83,13.19429456
a1_RE100,2046,p84,8.129807572
a1_RE100,2046,p85,8.825822382
a1_RE100,2046,p86,20.84385842
a1_RE100,2046,p87,20.71596866
a1_RE100,2046,p88,21.12090948
a1_RE100,2046,p89,10.86880224
a1_RE100,2046,p9,24.11082821
a1_RE100,2046,p90,1.859354754
a1_RE100,2046,p91,24.70532783
a1_RE100,2046,p92,55.91751175
a1_RE100,2046,p93,0.54636765
a1_RE100,2046,p94,62.43370784
a1_RE100,2046,p95,75.63137269
a1_RE100,2046,p96,43.55510884
a1_RE100,2046,p97,54.32540803
a1_RE100,2046,p98,6.154942196
a1_RE100,2046,p99,23.90127634
a1_RE100,2048,p1,2.26484235
a1_RE100,2048,p10,47.46639214
a1_RE100,2048,p100,0.140757222
a1_RE100,2048,p101,91.73789434
a1_RE100,2048,p102,46.80916289
a1_RE100,2048,p103,16.58296812
a1_RE100,2048,p104,21.83852798
a1_RE100,2048,p105,6.903727403
a1_RE100,2048,p106,12.70247659
a1_RE100,2048,p107,3.851137738
a1_RE100,2048,p108,29.08397924
a1_RE100,2048,p109,10.95526776
a1_RE100,2048,p11,4.123423026
a1_RE100,2048,p110,1.78199849
a1_RE100,2048,p111,19.99676637
a1_RE100,2048,p112,7.566744695
a1_RE100,2048,p113,13.60199656
a1_RE100,2048,p114,9.588313424
a1_RE100,2048,p115,1.270252904
a1_RE100,2048,p116,17.22183376
a1_RE100,2048,p117,0.112894672
a1_RE100,2048,p118,7.575873916
a1_RE100,2048,p119,0.092091818
a1_RE100,2048,p12,1.315729307
a1_RE100,2048,p120,0.064032727
a1_RE100,2048,p121,0.259440909
a1_RE100,2048,p122,39.42373642
a1_RE100,2048,p123,18.00219138
a1_RE100,2048,p124,0.031860909
a1_RE100,2048,p125,7.715673385
a1_RE100,2048,p126,12.08667082
a1_RE100,2048,p127,44.33747031
a1_RE100,2048,p128,2.256998182
a1_RE100,2048,p129,1.89514186
a1_RE100,2048,p13,9.981522988
a1_RE100,2048,p130,3.238645659
a1_RE100,2048,p131,21.62332504
a1_RE100,2048,p132,5.878904271
a1_RE100,2048,p133,0.981477566
a1_RE100,2048,p134,0.662545357
a1_RE100,2048,p14,0.087901818
a1_RE100,2048,p15,0.331067273
a1_RE100,2048,p16,0.257772727
a1_RE100,2048,p17,0.1209
a1_RE100,2048,p18,0.102932727
a1_RE100,2048,p19,0.002794545
a1_RE100,2048,p2,6.793972123
a1_RE100,2048,p20,0.063327273
a1_RE100,2048,p21,0.302471053
a1_RE100,2048,p22,0.007359091
a1_RE100,2048,p23,0.016036364
a1_RE100,2048,p24,0.13899603
a1_RE100,2048,p25,7.892651263
a1_RE100,2048,p26,0.963570821
a1_RE100,2048,p27,10.79473014
a1_RE100,2048,p28,14.2954279
a1_RE100,2048,p29,3.741618828
a1_RE100,2048,p3,10.49246056
a1_RE100,2048,p30,16.68562292
a1_RE100,2048,p31,5.740098976
a1_RE100,2048,p32,0.037821818
a1_RE100,2048,p33,11.72264056
a1_RE100,2048,p34,1.717995498
a1_RE100,2048,p35,0.01977
a1_RE100,2048,p36,1.730606979
a1_RE100,2048,p37,2.479262672
a1_RE100,2048,p38,3.007721817
a1_RE100,2048,p39,0.035177273
a1_RE100,2048,p4,8.642921389
a1_RE100,2048,p40,1.952220201
a1_RE100,2048,p41,7.846396852
a1_RE100,2048,p42,1.310400701
a1_RE100,2048,p43,4.937039298
a1_RE100,2048,p44,1.932319618
a1_RE100,2048,p45,5.622525387
a1_RE100,2048,p46,0.372505455
a1_RE100,2048,p47,0.761292773
a1_RE100,2048,p48,5.0954966
a1_RE100,2048,p49,0.015983636
a1_RE100,2048,p5,1.628973411
a1_RE100,2048,p50,5.635430036
a1_RE100,2048,p51,9.783000991
a1_RE100,2048,p52,0.418628129
a1_RE100,2048,p53,7.76313946
a1_RE100,2048,p54,3.189549724
a1_RE100,2048,p55,9.209246728
a1_RE100,2048,p56,0.315041818
a1_RE100,2048,p57,8.939642318
a1_RE100,2048,p58,4.734980124
a1_RE100,2048,p59,4.280189081
a1_RE100,2048,p6,1.87908614
a1_RE100,2048,p60,9.919982934
a1_RE100,2048,p61,9.70917595
a1_RE100,2048,p62,2.948290608
a1_RE100,2048,p63,24.5428231
a1_RE100,2048,p64,17.54333854
a1_RE100,2048,p65,4.773854362
a1_RE100,2048,p66,33.93088766
a1_RE100,2048,p67,29.61909555
a1_RE100,2048,p68,1.296497518
a1_RE100,2048,p69,0.088274545
a1_RE100,2048,p7,0.339341697
a1_RE100,2048,p70,1.097274769
a1_RE100,2048,p71,0.236528876
a1_RE100,2048,p72,1.002843586
a1_RE100,2048,p73,2.11099121
a1_RE100,2048,p74,0.026265455
a1_RE100,2048,p75,2.670909165
a1_RE100,2048,p76,5.094057562
a1_RE100,2048,p77,2.163644794
a1_RE100,2048,p78,3.133632043
a1_RE100,2048,p79,2.688441647
a1_RE100,2048,p8,0.104500909
a1_RE100,2048,p80,7.583495252
a1_RE100,2048,p81,3.867601517
a1_RE100,2048,p82,5.801705752
a1_RE100,2048,p83,13.19646274
a1_RE100,2048,p84,8.147756663
a1_RE100,2048,p85,8.780361693
a1_RE100,2048,p86,20.84917296
a1_RE100,2048,p87,20.70698411
a1_RE100,2048,p88,21.14052312
a1_RE100,2048,p89,14.32088777
a1_RE100,2048,p9,26.61595308
a1_RE100,2048,p90,4.644835744
a1_RE100,2048,p91,24.60814329
a1_RE100,2048,p92,59.22789239
a1_RE100,2048,p93,0.561533105
a1_RE100,2048,p94,63.57848602
a1_RE100,2048,p95,75.68436723
a1_RE100,2048,p96,50.73206894
a1_RE100,2048,p97,64.13870308
a1_RE100,2048,p98,6.712437815
a1_RE100,2048,p99,23.89463634
a1_RE100,2050,p1,2.287424168
a1_RE100,2050,p10,46.96980669
a1_RE100,2050,p100,0.152506312
a1_RE100,2050,p101,112.2634326
a1_RE100,2050,p102,47.62832077
a1_RE100,2050,p103,16.81763539
a1_RE100,2050,p104,21.85619525
a1_RE100,2050,p105,7.33640548
a1_RE100,2050,p106,12.73273204
a1_RE100,2050,p107,3.906675011
a1_RE100,2050,p108,29.09259561
a1_RE100,2050,p109,11.03294818
a1_RE100,2050,p11,4.179249156
a1_RE100,2050,p110,1.78590758
a1_RE100,2050,p111,20.10070364
a1_RE100,2050,p112,7.665926513
a1_RE100,2050,p113,13.60406565
a1_RE100,2050,p114,9.433581606
a1_RE100,2050,p115,1.280901085
a1_RE100,2050,p116,17.24618467
a1_RE100,2050,p117,0.420794835
a1_RE100,2050,p118,7.62572028
a1_RE100,2050,p119,0.093537273
a1_RE100,2050,p12,0.975072034
a1_RE100,2050,p120,0.065155455
a1_RE100,2050,p121,0.200332727
a1_RE100,2050,p122,39.46081096
a1_RE100,2050,p123,10.17755542
a1_RE100,2050,p124,0.035159091
a1_RE100,2050,p125,7.72899793
a1_RE100,2050,p126,11.99034658
a1_RE100,2050,p127,44.08861213
a1_RE100,2050,p128,2.242274545
a1_RE100,2050,p129,1.916615497
a1_RE100,2050,p13,9.837668442
a1_RE100,2050,p130,3.249542932
a1_RE100,2050,p131,21.63282686
a1_RE100,2050,p132,4.934033965
a1_RE100,2050,p133,0.918048476
a1_RE100,2050,p134,0.77736584
a1_RE100,2050,p14,0.091899091
a1_RE100,2050,p15,0.350722727
a1_RE100,2050,p16,0.170587273
a1_RE100,2050,p17,0.126132727
a1_RE100,2050,p18,0.106826364
a1_RE100,2050,p19,0.002908182
a1_RE100,2050,p2,6.815736669
a1_RE100,2050,p20,0.065074545
a1_RE100,2050,p21,0.309214689
a1_RE100,2050,p22,0.008028182
a1_RE100,2050,p23,0.017783636
a1_RE100,2050,p24,0.144976939
a1_RE100,2050,p25,10.80732538
a1_RE100,2050,p26,0.910389003
a1_RE100,2050,p27,19.09520559
a1_RE100,2050,p28,14.21014517
a1_RE100,2050,p29,3.742144282
a1_RE100,2050,p3,10.50232601
a1_RE100,2050,p30,16.82759928
a1_RE100,2050,p31,5.816518976
a1_RE100,2050,p32,0.040190909
a1_RE100,2050,p33,11.79228692
a1_RE100,2050,p34,3.348577458
a1_RE100,2050,p35,0.020372727
a1_RE100,2050,p36,1.73558516
a1_RE100,2050,p37,2.48546449
a1_RE100,2050,p38,3.018290908
a1_RE100,2050,p39,0.037653636
a1_RE100,2050,p4,8.644889571
a1_RE100,2050,p40,1.970147474
a1_RE100,2050,p41,7.876869579
a1_RE100,2050,p42,1.311629792
a1_RE100,2050,p43,4.842771552
a1_RE100,2050,p44,1.926949618
a1_RE100,2050,p45,5.637818114
a1_RE100,2050,p46,0.367659091
a1_RE100,2050,p47,0.983916108
a1_RE100,2050,p48,5.148268418
a1_RE100,2050,p49,0.017112727
a1_RE100,2050,p5,1.781049774
a1_RE100,2050,p50,5.766023672
a1_RE100,2050,p51,10.3099442
a1_RE100,2050,p52,0.421450856
a1_RE100,2050,p53,7.825921279
a1_RE100,2050,p54,3.246557906
a1_RE100,2050,p55,9.509631298
a1_RE100,2050,p56,0.333333636
a1_RE100,2050,p57,8.974391409
a1_RE100,2050,p58,4.751571943
a1_RE100,2050,p59,4.323300899
a1_RE100,2050,p6,1.940304322
a1_RE100,2050,p60,9.311014752
a1_RE100,2050,p61,9.406536859
a1_RE100,2050,p62,5.872088189
a1_RE100,2050,p63,24.23412129
a1_RE100,2050,p64,17.44070582
a1_RE100,2050,p65,5.326518601
a1_RE100,2050,p66,34.00398129
a1_RE100,2050,p67,29.71963646
a1_RE100,2050,p68,1.292784791
a1_RE100,2050,p69,0.096398182
a1_RE100,2050,p7,0.759597399
a1_RE100,2050,p70,1.154516587
a1_RE100,2050,p71,0.459837346
a1_RE100,2050,p72,1.13663904
a1_RE100,2050,p73,2.118188482
a1_RE100,2050,p74,0.02919
a1_RE100,2050,p75,2.687081892
a1_RE100,2050,p76,5.100339381
a1_RE100,2050,p77,2.159830248
a1_RE100,2050,p78,3.132489315
a1_RE100,2050,p79,6.938096703
a1_RE100,2050,p8,0.100065455
a1_RE100,2050,p80,7.584595252
a1_RE100,2050,p81,3.771018789
a1_RE100,2050,p82,5.654571835
a1_RE100,2050,p83,13.19734274
a1_RE100,2050,p84,8.168344845
a1_RE100,2050,p85,8.894861693
a1_RE100,2050,p86,20.85622569
a1_RE100,2050,p87,20.95426684
a1_RE100,2050,p88,21.16119857
a1_RE100,2050,p89,17.36774743
a1_RE100,2050,p9,26.82937854
a1_RE100,2050,p90,26.76929027
a1_RE100,2050,p91,24.75365965
a1_RE100,2050,p92,62.80834401
a1_RE100,2050,p93,0.781940433
a1_RE100,2050,p94,62.84871511
a1_RE100,2050,p95,75.70701996
a1_RE100,2050,p96,53.44286486
a1_RE100,2050,p97,64.37088217
