@scenario|Module Composition Scenario,@timeseries|Year,@value|TotalVirginMaterialDemand|PV ICE Bifacial Reduced Installs#MetricTonnes,@value|TotalVirginMaterialDemand|PV ICE Bifacial#MetricTonnes,@value|TotalVirginMaterialDemand|PV ICE#MetricTonnes,@value|TotalVirginMaterialDemand|Irena EL#MetricTonnes,@value|TotalVirginMaterialDemand|Irena RL#MetricTonnes,@value|TotalEOLMaterial|PV ICE Bifacial Reduced Installs#MetricTonnes,@value|TotalEOLMaterial|PV ICE Bifacial#MetricTonnes,@value|TotalEOLMaterial|PV ICE#MetricTonnes,@value|TotalEOLMaterial|Irena EL#MetricTonnes,@value|TotalEOLMaterial|Irena RL#MetricTonnes,@value|ManufacturingScrap|PV ICE Bifacial Reduced Installs#MetricTonnes,@value|ManufacturingScrap|PV ICE Bifacial#MetricTonnes,@value|ManufacturingScrap|PV ICE#MetricTonnes,@value|ManufacturingScrap|Irena EL#MetricTonnes,@value|ManufacturingScrap|Irena RL#MetricTonnes,@value|ManufacturingScrapAndEOLMaterial|PV ICE Bifacial Reduced Installs#MetricTonnes,@value|ManufacturingScrapAndEOLMaterial|PV ICE Bifacial#MetricTonnes,@value|ManufacturingScrapAndEOLMaterial|PV ICE#MetricTonnes,@value|ManufacturingScrapAndEOLMaterial|Irena EL#MetricTonnes,@value|ManufacturingScrapAndEOLMaterial|Irena RL#MetricTonnes,@value|NewInstalledCapacity|PV ICE Bifacial Reduced Installs#MW,@value|NewInstalledCapacity|PV ICE Bifacial#MW,@value|NewInstalledCapacity|PV ICE#MW,@value|NewInstalledCapacity|Irena EL#MW,@value|NewInstalledCapacity|Irena RL#MW,@value|Installed Capacity|PV ICE Bifacial Reduced Installs#MW,@value|Installed Capacity|PV ICE Bifacial#MW,@value|Installed Capacity|Cumulative New Installs#MW,@value|InstalledCapacity|PV ICE#MW,@value|InstalledCapacity|Irena EL#MW,@value|InstalledCapacity|Irena RL#MW
Bifacial Projection,2011,325929.5655,325929.5655,325929.5655,291320.96,291353.4058,2781.701017,2781.701017,2781.701017,5856.789631,329.7164739,24534.8285,24534.8285,24534.8285,2.04E-11,2.04E-11,27316.52951,27316.52951,27316.52951,5856.789631,329.7164739,4074.418421,4074.418421,4074.418421,4074.418421,4074.418421,11684.92581,11684.92581,4074.418421,11684.92581,11565.25183,11774.59428
Bifacial Projection,2012,555865.7713,555865.7713,555865.7713,499747.1405,499790.9263,3994.360798,3994.360798,3994.360798,8096.032371,512.3527097,39494.93642,39494.93642,39494.93642,2.04E-11,2.04E-11,43489.29721,43489.29721,43489.29721,8096.032371,512.3527097,7138.580702,7138.580702,7138.580702,7138.580702,7138.580702,18758.3728,18758.3728,7138.580702,18758.3728,18585.59132,18884.15667
Bifacial Projection,2013,840224.4341,840224.4341,840224.4341,757364.8097,757424.1389,5356.914815,5356.914815,5356.914815,11237.05656,779.0158891,57993.16573,57993.16573,57993.16573,2.04E-11,2.04E-11,63350.08054,63350.08054,63350.08054,11237.05656,779.0158891,11176.02982,11176.02982,11176.02982,11176.02982,11176.02982,29842.82661,29842.82661,11176.02982,29842.82661,29592.79834,30016.99179
Bifacial Projection,2014,1099668.837,1099668.837,1099668.837,992898.08,992979.4444,7253.646455,7253.646455,7253.646455,15777.56568,1161.768296,74537.40475,74537.40475,74537.40475,2.04E-11,2.04E-11,81791.0512,81791.0512,81791.0512,15777.56568,1161.768296,14898.2293,14898.2293,14898.2293,14898.2293,14898.2293,44599.85062,44599.85062,14898.2293,44599.85062,44235.60407,44839.71837
Bifacial Projection,2015,1547666.03,1548173.78,1548173.78,1400929.949,1401043.247,8549.94069,8549.94069,8549.94069,22477.43853,1703.61143,102577.5383,102609.3178,102609.3178,2.04E-11,2.04E-11,111127.479,111159.2585,111159.2585,22477.43853,1703.61143,21732.55811,21732.55811,21732.55811,21732.55811,21732.55811,66155.48849,66163.7352,21732.55811,66155.53401,65603.47539,66470.43329
Bifacial Projection,2016,2352861.532,2354281.868,2354281.869,2137957.269,2138117.081,10549.04378,10549.04378,10549.04378,32417.11142,2463.184861,150216.1204,150301.8915,150301.8915,2.04E-11,2.04E-11,160765.1642,160850.9353,160850.9353,32417.11142,2463.184861,34630.22406,34630.22406,34630.22406,34630.22406,34630.22406,100569.7326,100601.7411,34630.22406,100569.8615,99718.08044,100975.071
Bifacial Projection,2017,2957313.156,2959418.571,2959418.571,2696212.545,2696439.959,13462.07116,13462.07117,13462.07117,47162.07723,3522.329231,182080.2288,182202.1133,182202.1133,2.04E-11,2.04E-11,195542.2999,195664.1845,195664.1845,47162.07723,3522.329231,44414.73028,44414.73028,44414.73028,44414.73028,44414.73028,144646.1935,144713.6599,44414.73028,144646.3851,143322.7163,145164.6672
Bifacial Projection,2018,3510281.71,3513642.02,3513642.02,3211229.684,3211554.627,17474.67435,17474.67438,17474.67438,68938.73025,4998.149331,208436.6788,208618.3737,208618.3737,2.04E-11,2.04E-11,225911.3531,226093.0481,226093.0481,68938.73025,4998.149331,53767.25973,53767.25973,53767.25973,53767.25973,53767.25973,197914.9622,198040.3139,53767.25973,197915.2688,195853.5984,198577.6474
Bifacial Projection,2019,4142432.085,4147339.519,4147339.519,3802236.681,3802700.013,22710.59387,22710.59416,22710.59416,100624.6273,7061.959804,236977.4252,237228.9676,237228.9676,-4.06E-11,-4.06E-11,259688.019,259939.5617,259939.5617,100624.6273,7061.959804,64717.04207,64717.04207,64717.04207,64717.04207,64717.04207,261939.9212,262151.5459,64717.04207,261940.3671,258734.7296,262785.448
Bifacial Projection,2020,4948340.181,4962845.728,4961152.033,4564460.591,4565115.75,29215.07086,29215.07263,29215.07264,145703.1142,9967.662709,270888.3699,271544.3687,271523.8123,-4.06E-11,-4.06E-11,300103.4407,300759.4413,300738.8849,145703.1142,9967.662709,79171.81247,79171.81247,79171.81247,79171.81247,79171.81247,340190.0148,340670.8668,79171.81247,340191.3024,335237.9992,341262.5191
Bifacial Projection,2021,6529703.067,6574871.799,6582166.347,6086795.899,6087710.067,36975.48437,36975.49248,36975.49248,208235.0798,14091.65671,335007.1876,336907.4438,337303.3557,-4.06E-11,-4.06E-11,371982.672,373882.9363,374278.8482,208235.0798,14091.65671,108687.0735,108687.0735,108687.0735,108687.0735,108687.0735,447731.6681,449082.0661,108687.0735,447735.6276,440163.5799,449076.0485
Bifacial Projection,2022,8073516.657,8153559.519,8182869.463,7592674.229,7593929.375,45984.72436,45984.75435,45984.75435,292969.7994,19985.66416,395965.2454,399241.9417,400483.0606,-4.06E-11,-4.06E-11,441949.9697,445226.696,446467.8149,292969.7994,19985.66416,138202.3344,138202.3344,138202.3344,138202.3344,138202.3344,584405.1082,587315.0208,138202.3344,584412.0778,572999.2671,586056.728
Bifacial Projection,2023,9042128.014,9147303.815,9197583.031,8550703.931,8552398.061,56339.24275,56339.33737,56339.33737,405599.6795,28443.31071,431855.8499,436062.4363,438028.2986,-1.78E-10,-1.78E-10,488195.0927,492401.7736,494367.636,405599.6795,28443.31071,157092.8471,157092.8471,157092.8471,157092.8471,157092.8471,739373.4545,744341.3595,157092.8471,739382.5768,722454.0212,741348.4463
Bifacial Projection,2024,9996417.332,10128646.37,10205973.39,9505626.183,9507873.57,68343.80776,68344.07142,68344.07141,552653.2532,40581.37999,465210.4054,470360.6162,473203.39,-1.78E-10,-1.78E-10,533554.2132,538704.6876,541547.4614,552653.2532,40581.37999,175983.3597,175983.3597,175983.3597,175983.3597,175983.3597,912516.4565,920080.7181,175983.3597,912527.8781,887838.0827,914801.6546
Bifacial Projection,2025,10807314.48,10964523.1,11069529.6,10325071.53,10328000.92,82585.22557,82585.89055,82585.89052,741077.4109,57936.2242,492364.7672,498348.9669,502037.2171,-1.78E-10,-1.78E-10,574949.9927,580934.8574,584623.1077,741077.4109,57936.2242,192222.2395,192222.2395,192222.2395,192222.2395,192222.2395,1101046.865,1111703.515,192222.2395,1101060.393,1065669.304,1103583.383
Bifacial Projection,2026,11610705.07,11794352.06,11932173.58,11146070,11149820.88,99984.72682,99986.27222,99986.27246,977823.3276,82573.67967,517741.4195,524556.6841,529156.3529,-1.78E-10,-1.78E-10,617726.1463,624542.9563,629142.6254,977823.3276,82573.67967,208461.1193,208461.1193,208461.1193,208461.1193,208461.1193,1304838.86,1319112.041,208461.1193,1304854.595,1255006.019,1307503.864
Bifacial Projection,2027,13148058.57,13386804.48,13595283.79,12732985.48,12737702.31,121896.9942,121900.3494,121900.352,1269375.132,117207.0744,564219.2969,572689.9228,579125.1757,-1.78E-10,-1.78E-10,686116.2911,694590.2721,701025.5278,1269375.132,117207.0744,239744.2788,239744.2788,239744.2788,239744.2788,239744.2788,1538856.219,1557851.73,239744.2788,1538876.512,1469889.956,1541441.684
Bifacial Projection,2028,14677897.7,14976033.04,15261068.53,14325704.7,14331529.79,150257.793,150264.6721,150264.6873,1621456.61,165312.2633,608448.7348,618623.0575,626915.298,-1.78E-10,-1.78E-10,758706.5278,768887.7296,777179.9853,1621456.61,165312.2633,271027.4384,271027.4384,271027.4384,271027.4384,271027.4384,1802860.864,1827765.825,271027.4384,1802886.022,1709070.153,1805041.673
Bifacial Projection,2029,16818876.96,17206246.46,17605743.38,16574717.48,16581783.45,187644.1063,187657.5422,187657.6068,2039017.94,231221.888,666425.8348,678992.2384,689773.3147,6.61E-11,6.61E-11,854069.941,866649.7806,877430.9216,2039017.94,231221.888,314978.7098,314978.7098,314978.7098,314978.7098,314978.7098,2109286.254,2141887.038,314978.7098,2109318.655,1983908.119,2110591.273
Bifacial Projection,2030,18955047.27,19435864.78,19957459.82,18835228.29,18843650.43,237125.2152,237150.3889,237150.6148,2526237.641,320175.5109,721428.4599,736372.1063,749605.042,-1.78E-10,-1.78E-10,958553.675,973522.4951,986755.6569,2526237.641,320175.5109,358929.9813,358929.9813,358929.9813,358929.9813,358929.9813,2457745.175,2499900.395,358929.9813,2457785.087,2292899.975,2457511.593
Bifacial Projection,2031,21274372.1,21860705.85,22504459.74,21283337.56,21293207.12,301948.9079,301994.4052,301995.0906,3086743.351,438299.6219,781162.0057,798793.3824,814490.3953,-1.78E-10,-1.78E-10,1083110.914,1100787.788,1116485.486,3086743.351,438299.6219,407035.2856,407035.2856,407035.2856,407035.2856,407035.2856,2851960.108,2905787.221,407035.2856,2852008.538,2638629.698,2849282.35
Bifacial Projection,2032,23580419.39,24271668.91,25036886.59,23717304.74,23728683.58,385230.0747,385309.7423,385311.6041,3723777.716,592494.5396,840555.6637,860859.4775,879006.5468,-1.78E-10,-1.78E-10,1225785.738,1246169.22,1264318.151,3723777.716,592494.5396,455140.5899,455140.5899,455140.5899,455140.5899,455140.5899,3291413.962,3359019.865,455140.5899,3291470.862,3019425.517,3285073.089
Bifacial Projection,2033,25118361.82,25879591.09,26725826.37,25339876.79,25352794.22,489840.0913,489975.7034,489980.3282,4440422.549,790215.9041,880171.8222,902258.1779,922039.4592,-1.78E-10,-1.78E-10,1370011.914,1392233.881,1412019.788,4440422.549,790215.9041,487398.2173,487398.2173,487398.2173,487398.2173,487398.2173,3759622.239,3842390.195,487398.2173,3759684.789,3417637.97,3748002.532
Bifacial Projection,2034,26648584.86,27479446.85,28406298.17,26954212.94,26968664.93,618588.1997,618813.1697,618823.8343,5239633.136,1039157.561,919591.5979,943451.6593,964859.0515,-1.93E-10,-1.93E-10,1538179.798,1562264.829,1583682.886,5239633.136,1039157.561,519655.8447,519655.8447,519655.8447,519655.8447,519655.8447,4256022.888,4355327.847,519655.8447,4256091.059,3831545.715,4237030.49
Bifacial Projection,2035,27595239.26,28469192.73,29445932.99,27952105.36,27968055.79,774816.3365,775180.7057,775203.7928,6123998.401,1346867.661,943986.2887,968943.9972,991357.6984,-1.93E-10,-1.93E-10,1718802.625,1744124.703,1766561.491,6123998.401,1346867.661,539711.6875,539711.6875,539711.6875,539711.6875,539711.6875,4767753.355,4884413.742,539711.6875,4767825.005,4247143.802,4738733.548
Bifacial Projection,2036,28537620.78,29454476.24,30480886.57,28945450.1,28962834.1,962867.4484,963444.3354,963491.6679,7095522.571,1720353.481,968273.8496,994324.3848,1017739.976,-6.77E-11,-6.77E-11,1931141.298,1957768.72,1981231.644,7095522.571,1720353.481,559767.5304,559767.5304,559767.5304,559767.5304,559767.5304,5294170.318,5428998.476,559767.5304,5294245.432,4662703.949,5251855.912
Bifacial Projection,2037,29440261.97,30398217.24,31472212.02,29896818.96,29915547.58,1188037.731,1188931.342,1189023.882,8155212.605,2165742.727,991541.3869,1018638.852,1043014.256,-7.53E-11,-7.53E-11,2179579.118,2207570.194,2232038.138,8155212.605,2165742.727,579061.2285,579061.2285,579061.2285,579061.2285,579061.2285,5833783.528,5987551.496,579061.2285,5833861.96,5075737.781,5774262.799
Bifacial Projection,2038,30339194.53,31338087.09,32459479.41,30844304.18,30864269.67,1455179.813,1456535.051,1456708.561,9302729.867,2688059.002,1014717.208,1042857.477,1068188.91,-7.53E-11,-7.53E-11,2469897.021,2499392.529,2524897.472,9302729.867,2688059.002,598354.9266,598354.9266,598354.9266,598354.9266,598354.9266,6385787.551,6559260.719,598354.9266,6385869.288,5484549.439,6304483.465
Bifacial Projection,2039,32691612.34,33797565.32,35042909.36,33327059.8,33348141,1765985.091,1767998.913,1768312.341,10535986.83,3291134.795,1075326.178,1106193.567,1134025.189,-8.29E-11,-8.29E-11,2841311.269,2874192.481,2902337.53,10535986.83,3291134.795,649001.3543,649001.3543,649001.3543,649001.3543,649001.3543,6980823.944,7176169.967,649001.3543,6980914.324,5918984.875,6872448.54
Bifacial Projection,2040,35035479.2,36248108.91,37616963.11,35800839.04,35822906.51,2116240.482,2119175.642,2119723.173,11850997.87,3977640.819,1135718.432,1169303.19,1199626.062,-7.49E-11,-7.49E-11,3251958.913,3288478.832,3319349.235,11850997.87,3977640.819,699647.7819,699647.7819,699647.7819,699647.7819,699647.7819,7617998.642,7837370.983,699647.7819,7618097.634,6377373.812,7476421.222
Bifacial Projection,2041,35950549.53,37204865.26,38621991.97,36765506.69,36788428.22,2495067.321,2499270.196,2500198.057,13242207.21,4749179.392,1159319.586,1193966.286,1225262.732,-8.26E-11,-8.26E-11,3654386.906,3693236.482,3725460.79,13242207.21,4749179.392,719508.151,719508.151,719508.151,719508.151,719508.151,8265651.192,8509801.565,719508.151,8265753.55,6827229.066,8083695.143
Bifacial Projection,2042,36862591.24,38158455.16,39623700.14,37726952.39,37750597.4,2887285.558,2893211.18,2894740.311,14702223.76,5606387.375,1182843.523,1218548.69,1250815.526,-9.02E-11,-9.02E-11,4070129.08,4111759.87,4145555.837,14702223.76,5606387.375,739368.5201,739368.5201,739368.5201,739368.5201,739368.5201,8923394.101,9193060.007,739368.5201,8923499.813,7267255.303,8692596.933
Bifacial Projection,2043,38692372.47,40071528.46,41633227.09,39657684.83,39681926.36,3280461.839,3288710.05,3291165.564,16221103.2,6549018.324,1230000.021,1267827.011,1302039.107,-9.02E-11,-9.02E-11,4510461.861,4556537.061,4593204.67,16221103.2,6549018.324,779306.3041,779306.3041,779306.3041,779306.3041,779306.3041,9611235.141,9908041.627,779306.3041,9611347.579,7716541.12,9321656.607
Bifacial Projection,2044,40516701.08,41978895.56,43636764.44,41582567.09,41607282.5,3662085.158,3673450.309,3677298.008,17786409.37,7576024.991,1277014.322,1316956.736,1353108.225,-3.34E-10,-3.34E-10,4939099.48,4990407.045,5030406.233,17786409.37,7576024.991,819244.0881,819244.0881,819244.0881,819244.0881,819244.0881,10329146.47,10654696.33,819244.0881,10329265.61,8174172.413,9969198.279
Bifacial Projection,2045,41992243.44,43521605.22,45257283.67,43139001.33,43164072.68,4037358.278,4052893.474,4058782.226,19384110.78,8685745.718,1315045.627,1356699.271,1394419.595,-3.49E-10,-3.49E-10,5352403.905,5409592.746,5453201.821,19384110.78,8685745.718,851645.0025,851645.0025,851645.0025,851645.0025,851645.0025,11069427.93,11424956.98,851645.0025,11069552.49,8631910.554,10626008.45
Bifacial Projection,2046,43463652.91,45059990.04,46873273.86,44691096.2,44716409.69,4420906.043,4441974.077,4450780.233,20999671.91,9876349.996,1352970.581,1396330.671,1435615.443,-3.49E-10,-3.49E-10,5773876.624,5838304.748,5886395.676,20999671.91,9876349.996,884045.9168,884045.9168,884045.9168,884045.9168,884045.9168,11831727.85,12218439.43,884045.9168,11831857.83,9089379.006,11290523.26
Bifacial Projection,2047,45476399.9,47164334.86,49083752.82,46815077.65,46840521.19,4830471.429,4858777.268,4871643.089,22619302.87,11146564.53,1404837.398,1450531.252,1491955.59,-3.49E-10,-3.49E-10,6235308.827,6309308.52,6363598.679,22619302.87,11146564.53,928477.8565,928477.8565,928477.8565,928477.8565,928477.8565,12627481.57,13047081.78,928477.8565,12627618.94,9558532.015,11973305.97
Bifacial Projection,2048,47483722.51,49263010.38,51288306.15,48933567.36,48959026.86,5295860.235,5333442.688,5351795.066,24231488.2,12496300.73,1456568.997,1504590.531,1548148.857,-3.42E-10,-3.42E-10,6752429.232,6838033.219,6899943.922,24231488.2,12496300.73,972909.7962,972909.7962,972909.7962,972909.7962,972909.7962,13455495.47,13909644.38,972909.7962,13455640.21,10039392.94,12672810.1
Bifacial Projection,2049,50304095.8,52211725.44,54385752.45,51911142.71,51936499.7,5836806.041,5885907.115,5911436.902,25828516.99,13926387.66,1529244.007,1580535.577,1627091.83,-3.42E-10,-3.42E-10,7366050.047,7466442.692,7538528.732,25828516.99,13926387.66,1035487.696,1035487.696,1035487.696,1035487.696,1035487.696,14332452.54,14823575.98,1035487.696,14332607.65,10550314.94,13405697.7
Bifacial Projection,2050,53117345.09,55152996.67,57475415.8,54881498.8,54906633.42,6450273.248,6513105.164,6547684.439,27407557.78,15436708.18,1601741.569,1656295.191,1705842.051,-3.42E-10,-3.42E-10,8052014.816,8169400.354,8253526.49,27407557.78,15436708.18,1098065.596,1098065.596,1098065.596,1098065.596,1098065.596,15256821.66,15787293.36,1098065.596,15256987.11,11091391.01,14170358.8
