Start Date,End Date,Africa,,North America,,South America,,Asia (ex China),,West Europe,,East & Central Europe,,Oceania,,GCC,,China (Estimated),,ROW Estimated Unreported,,Total,Daily Average
1-Apr-2015,1-May-2015,138,,371,,114,,242,,307,,313,,162,,420,,"2,581",,150,,4798,159.9
1-May-2015,1-Jun-2015,144,,381,,114,,254,,318,,323,,168,,433,,"2,690",,150,,4975,160.5
1-Jun-2015,1-Jul-2015,140,,365,,104,,244,,310,,313,,163,,420,,"2,743",,150,,4952,165.1
1-Jul-2015,1-Aug-2015,142,,374,,103,,251,,317,,322,,169,,430,,"2,711",,150,,4969,160.3
1-Aug-2015,1-Sep-2015,145,,378,,112,,257,,316,,322,,168,,433,,"2,721",,150,,5002,161.4
1-Sep-2015,1-Oct-2015,140,,366,,104,,256,,308,,315,,163,,419,,"2,703",,150,,4924,164.1
1-Oct-2015,1-Nov-2015,144,,377,,110,,267,,317,,328,,169,,433,,"2,662",,150,,4957,159.9
1-Nov-2015,1-Dec-2015,139,,369,,106,,262,,313,,320,,162,,417,,"2,671",,150,,4909,163.6
1-Dec-2015,1-Jan-2016,141,,371,,112,,273,,321,,335,,168,,438,,"2,518",,150,,4827,155.7
1-Jan-2016,1-Feb-2016,141,,368,,113,,277,,321,,338,,169,,432,,"2,565",,150,,4874,157.2
1-Feb-2016,1-Mar-2016,133,,344,,107,,259,,299,,317,,156,,409,,"2,149",,150,,4323,149.1
1-Mar-2016,1-Apr-2016,141,,329,,115,,273,,321,,338,,167,,435,,"2,705",,150,,4974,160.5
1-Apr-2016,1-May-2016,135,,329,,112,,264,,312,,327,,162,,424,,"2,651",,150,,4866,162.2
1-May-2016,1-Jun-2016,142,,337,,117,,281,,322,,338,,168,,439,,"2,760",,150,,5054,163.0
1-Jun-2016,1-Jul-2016,139,,324,,107,,282,,307,,326,,164,,422,,"2,768",,150,,4989,166.3
1-Jul-2016,1-Aug-2016,144,,336,,115,,299,,315,,335,,169,,439,,"2,744",,150,,5046,162.8
1-Aug-2016,1-Sep-2016,145,,334,,114,,301,,317,,334,,168,,441,,"2,798",,150,,5102,164.6
1-Sep-2016,1-Oct-2016,141,,325,,112,,293,,310,,325,,164,,431,,"2,833",,150,,5084,169.5
1-Oct-2016,1-Nov-2016,148,,337,,118,,299,,320,,337,,170,,447,,"2,811",,150,,5137,165.7
1-Nov-2016,1-Dec-2016,139,,326,,111,,301,,313,,327,,164,,432,,"2,882",,150,,5145,171.5
1-Dec-2016,1-Jan-2017,143,,338,,120,,313,,322,,339,,150,,446,,"2,975",,150,,5296,170.8
1-Jan-2017,1-Feb-2017,143,,337,,117,,315,,320,,339,,151,,446,,"3,260",,150,,5578,179.9
1-Feb-2017,1-Mar-2017,130,,304,,105,,289,,290,,306,,131,,407,,"2,814",,150,,4926,175.9
1-Mar-2017,1-Apr-2017,142,,337,,118,,336,,320,,338,,148,,454,,"3,017",,150,,5360,172.9
1-Apr-2017,1-May-2017,138,,326,,116,,318,,312,,327,,142,,418,,"3,066",,150,,5313,177.1
1-May-2017,1-Jun-2017,141,,335,,120,,319,,321,,338,,144,,429,,"3,135",,150,,5432,175.2
1-Jun-2017,1-Jul-2017,140,,323,,114,,311,,310,,327,,149,,426,,"3,231",,150,,5481,182.7
1-Jul-2017,1-Aug-2017,142,,334,,119,,324,,320,,339,,156,,445,,"2,996",,150,,5325,171.8
1-Aug-2017,1-Sep-2017,143,,336,,118,,337,,320,,339,,160,,423,,"2,950",,150,,5276,170.2
1-Sep-2017,1-Oct-2017,138,,324,,111,,342,,310,,329,,157,,404,,"2,906",,150,,5171,172.4
1-Oct-2017,1-Nov-2017,142,,335,,119,,352,,320,,342,,161,,428,,"2,856",,150,,5205,167.9
1-Nov-2017,1-Dec-2017,139,,322,,110,,345,,311,,332,,155,,424,,"2,650",,150,,4938,164.6
1-Dec-2017,1-Jan-2018,141,,337,,111,,363,,322,,343,,163,,445,,"3,024",,150,,5399,174.2
1-Jan-2018,1-Feb-2018,138,,322,,110,,369,,321,,344,,162,,452,,"2,993",,139,,5350,172.6
1-Feb-2018,1-Mar-2018,128,,285,,103,,338,,282,,311,,146,,414,,"2,750",,125,,4882,174.4
1-Mar-2018,1-Apr-2018,143,,319,,112,,377,,310,,345,,162,,462,,"3,042",,139,,5411,174.5
1-Apr-2018,1-May-2018,138,,311,,103,,355,,303,,334,,156,,443,,"3,007",,133,,5283,176.1
1-May-2018,1-Jun-2018,134,,321,,94,,372,,315,,345,,163,,452,,"3,090",,139,,5425,175.0
1-Jun-2018,1-Jul-2018,140,,303,,88,,368,,310,,333,,155,,437,,"3,050",,133,,5317,177.2
1-Jul-2018,1-Aug-2018,144,,313,,96,,376,,321,,343,,166,,451,,"3,115",,139,,5464,176.3
1-Aug-2018,1-Sep-2018,144,,320,,95,,377,,321,,343,,163,,454,,"3,120",,139,,5476,176.6
1-Sep-2018,1-Oct-2018,138,,310,,89,,364,,312,,332,,159,,437,,"3,010",,133,,5284,176.1
1-Oct-2018,1-Nov-2018,143,,323,,93,,377,,321,,343,,164,,450,,"3,126",,139,,5479,176.7
1-Nov-2018,1-Dec-2018,137,,318,,89,,361,,310,,332,,156,,432,,"3,042",,133,,5310,177.0
1-Dec-2018,1-Jan-2019,141,,329,,92,,381,,307,,344,,165,,447,,"3,140",,139,,5485,176.9
1-Jan-2019,1-Feb-2019,140,,326,,82,,373,,306,,345,,161,,461,,"3,076",,150,,5420,174.8
1-Feb-2019,1-Mar-2019,127,,296,,82,,345,,274,,314,,147,,416,,"2,776",,134,,4911,175.4
1-Mar-2019,1-Apr-2019,144,,325,,89,,378,,296,,349,,162,,464,,"3,038",,150,,5395,174.0
1-Apr-2019,1-May-2019,135,,318,,81,,363,,286,,339,,158,,452,,"2,958",,144,,5234,174.5
1-May-2019,1-Jun-2019,142,,326,,86,,374,,293,,353,,164,,467,,"3,055",,150,,5410,174.5
1-Jun-2019,1-Jul-2019,135,,314,,85,,360,,284,,343,,159,,458,,"2,973",,144,,5255,175.2
1-Jul-2019,1-Aug-2019,137,,322,,93,,372,,286,,356,,162,,480,,"3,060",,150,,5418,174.8
1-Aug-2019,1-Sep-2019,139,,321,,95,,374,,286,,356,,165,,494,,"2,974",,150,,5354,172.7
1-Sep-2019,1-Oct-2019,134,,310,,94,,361,,276,,344,,158,,478,,"2,917",,144,,5216,173.9
1-Oct-2019,1-Nov-2019,138,,316,,101,,370,,286,,356,,162,,495,,"2,976",,150,,5350,172.6
1-Nov-2019,1-Dec-2019,133,,311,,95,,357,,282,,345,,157,,483,,"2,948",,144,,5255,175.2
1-Dec-2019,1-Jan-2020,139,,324,,96,,368,,294,,357,,161,,506,,"3,044",,150,,5439,175.5
1-Jan-2020,1-Feb-2020,136,,330,,98,,353,,284,,356,,160,,498,,"3,087",*,170,,5472,176.5
1-Feb-2020,1-Mar-2020,127,,314,,90,,336,,263,,331,,151,,473,,"2,900",*,154,,5139,177.2
1-Mar-2020,1-Apr-2020,139,,342,,91,,347,,287,,354,,160,,499,,"3,065",*,170,,5454,175.9
1-Apr-2020,1-May-2020,133,,333,,71,,333,,277,,342,,155,,481,,"2,993",*,164,,5282,176.1
1-May-2020,1-Jun-2020,139,,346,,73,,342,,284,,351,,162,,495,,"3,068",*,170,,5430,175.2
1-Jun-2020,1-Jul-2020,130,,330,,73,,337,,274,*,340,,158,,474,,"3,028",*,164,,5308,176.9
1-Jul-2020,1-Aug-2020,135,*,333,,78,,343,,281,,349,,163,,490,,"3,121",*,170,,5463,176.2
1-Aug-2020,1-Sep-2020,135,,331,,84,,349,,280,,349,,162,,484,,"3,179",*,170,,5523,178.2
1-Sep-2020,1-Oct-2020,131,,317,,83,,341,,270,,338,,158,,469,,"3,139",*,164,,5410,180.3
1-Oct-2020,1-Nov-2020,136,,334,,88,,350,,280,,351,,163,,490,,"3,250",*,170,,5612,181.0
1-Nov-2020,1-Dec-2020,129,,327,,86,,344,,272,,340,,157,,478,,"3,207",*,164,,5504,183.5
1-Dec-2020,1-Jan-2021,135,,338,,93,,363,,281,,352,,163,,495,,"3,280",,170,,5670,182.9
